epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,1295.73,0.54433,0.33537,0.87593,0.9829,0.99013,0.99166,0.86939,0.57705,0.27577,0.89778,0.000118423,0.000118423,0.000118423
123,1306.16,0.53881,0.33112,0.87942,0.98219,0.98861,0.99166,0.86376,0.59479,0.27231,0.90475,0.000114542,0.000114542,0.000114542
124,1316.93,0.54252,0.33639,0.88223,0.9858,0.99159,0.99166,0.86958,0.56393,0.27153,0.90165,0.000110662,0.000110662,0.000110662
125,1327.61,0.53514,0.33286,0.88531,0.98366,0.99359,0.99146,0.87028,0.55758,0.2667,0.89518,0.000106781,0.000106781,0.000106781
126,1338.22,0.53791,0.33681,0.88084,0.98221,0.98796,0.99113,0.87099,0.55382,0.27016,0.89086,0.0001029,0.0001029,0.0001029
127,1347.88,0.53108,0.32213,0.87557,0.98166,0.99359,0.99377,0.86968,0.56863,0.27496,0.8959,9.90192e-05,9.90192e-05,9.90192e-05
128,1358.39,0.51273,0.31399,0.87467,0.98782,0.99359,0.99128,0.8746,0.57364,0.26523,0.89983,9.51384e-05,9.51384e-05,9.51384e-05
129,1369.16,0.5248,0.32294,0.87432,0.98673,0.99359,0.99146,0.87241,0.57831,0.26119,0.89657,9.12576e-05,9.12576e-05,9.12576e-05
130,1379.98,0.53777,0.33358,0.88894,0.98477,0.99359,0.99146,0.86855,0.58955,0.26627,0.90596,8.73768e-05,8.73768e-05,8.73768e-05
131,1390.7,0.51887,0.32633,0.87318,0.98462,0.99359,0.99146,0.86844,0.57609,0.26875,0.89987,8.3496e-05,8.3496e-05,8.3496e-05
132,1400.83,0.5185,0.31523,0.87791,0.98468,0.99359,0.99412,0.86851,0.57595,0.27075,0.9007,7.96152e-05,7.96152e-05,7.96152e-05
133,1410.81,0.51823,0.31663,0.87704,0.98546,0.99359,0.99412,0.87703,0.56168,0.2564,0.89712,7.57344e-05,7.57344e-05,7.57344e-05
134,1421.58,0.51644,0.31613,0.88142,0.98568,0.99359,0.99412,0.86992,0.57149,0.25768,0.90029,7.18536e-05,7.18536e-05,7.18536e-05
135,1432.52,0.51128,0.31611,0.87299,0.98683,0.99359,0.99166,0.86965,0.57658,0.25852,0.89425,6.79728e-05,6.79728e-05,6.79728e-05
136,1443.37,0.50991,0.31142,0.87173,0.9851,0.99278,0.99412,0.87169,0.57481,0.25955,0.89707,6.4092e-05,6.4092e-05,6.4092e-05
137,1454.26,0.51302,0.3124,0.87249,0.98477,0.99359,0.99412,0.87574,0.57561,0.26262,0.89863,6.02112e-05,6.02112e-05,6.02112e-05
138,1464.12,0.5105,0.31634,0.87189,0.98507,0.99359,0.99412,0.87645,0.56574,0.25569,0.89468,5.63304e-05,5.63304e-05,5.63304e-05
139,1474.28,0.50685,0.31232,0.87074,0.98527,0.99359,0.99377,0.87714,0.5746,0.26006,0.89834,5.24496e-05,5.24496e-05,5.24496e-05
140,1485.08,0.50971,0.31525,0.87171,0.98526,0.99359,0.99377,0.88451,0.56427,0.25036,0.89606,4.85688e-05,4.85688e-05,4.85688e-05
141,1496.52,0.49637,0.26705,0.86192,0.98456,0.99359,0.99128,0.87703,0.58662,0.27642,0.90448,4.4688e-05,4.4688e-05,4.4688e-05
142,1507.05,0.48565,0.26748,0.86054,0.98593,0.99359,0.99346,0.87298,0.57872,0.27949,0.90397,4.08072e-05,4.08072e-05,4.08072e-05
143,1517.23,0.47133,0.25973,0.85804,0.98617,0.99359,0.99206,0.87334,0.57531,0.27951,0.90052,3.69264e-05,3.69264e-05,3.69264e-05
144,1526.65,0.47334,0.26074,0.8587,0.98478,0.99359,0.99377,0.86838,0.57273,0.27933,0.89996,3.30456e-05,3.30456e-05,3.30456e-05
145,1536.91,0.4694,0.26094,0.85624,0.98616,0.99359,0.99377,0.87033,0.57957,0.28107,0.90249,2.91648e-05,2.91648e-05,2.91648e-05
146,1547.11,0.46045,0.25724,0.86192,0.98694,0.99359,0.99377,0.87177,0.58398,0.27659,0.90378,2.5284e-05,2.5284e-05,2.5284e-05
147,1557.51,0.44862,0.25406,0.84693,0.98704,0.99359,0.99146,0.87336,0.58307,0.27444,0.90095,2.14032e-05,2.14032e-05,2.14032e-05
148,1567.02,0.45684,0.25659,0.85479,0.98667,0.99359,0.99113,0.86825,0.5895,0.27671,0.90192,1.75224e-05,1.75224e-05,1.75224e-05
149,1576.74,0.45266,0.24851,0.85677,0.98727,0.99359,0.99128,0.86959,0.58641,0.27432,0.90163,1.36416e-05,1.36416e-05,1.36416e-05
150,1587.12,0.45555,0.24907,0.8614,0.98751,0.99359,0.99319,0.87682,0.58276,0.26998,0.90218,9.7608e-06,9.7608e-06,9.7608e-06
